priority_rank,school_id,school_name,region,latest_year,latest_gpa,latest_pass_rate,latest_sat,size_band,severity_score,trend_decline_score,recoverability_score,priority_score,priority_category,gpa_slope,pass_rate_slope,similar_school_count,evidence_years,first_year,data_quality
124,S4022,NUI SECONDARY SCHOOL,MARA,2022,3.7039,52.27272727272727,44.0,Medium,57.66238636363636,50.0,100.0,63.83119318181818,High,-0.049999999999998136,-10.984848484854773,651,7,2016,Complete
125,S1842,TAWHEED SEMINARY,RUKWA,2025,2.9961,62.5,32.0,Small,43.70125,72.93400000000129,100.0,63.73082500000039,High,0.11467000000000643,-11.250000000000737,483,10,2016,Complete
126,S0823,THAQAAFA SECONDARY SCHOOL,MWANZA,2022,2.1313,13.580246913580247,162.0,Very Large,57.35112654320987,50.0,100.0,63.675563271604936,High,-0.3644699999998791,-27.000432459135514,661,7,2016,Complete
127,S5442,QIBLATAIN SEMINARY,DAR ES SALAAM,2025,3.7424,86.27450980392157,102.0,Large,41.142745098039214,76.8382352941188,100.0,63.622843137255245,High,0.39511000000002405,-5.36764705882376,649,8,2018,Complete
128,S1906,ETARO SECONDARY SCHOOL,MARA,2025,4.1286,67.97385620915033,153.0,Very Large,55.12057189542483,53.53900450615198,100.0,63.621987299558015,High,0.09753000000000406,-6.806600901230234,661,10,2016,Complete
129,S6159,KIPAPA SECONDARY SCHOOL,RUVUMA,2025,4.0611,84.78260869565217,46.0,Medium,45.87244565217391,68.81999999999138,100.0,63.58222282608437,High,0.09409999999995691,-13.493253373307262,651,2,2024,Limited trend history
130,S4893,CHIWATA SECONDARY SCHOOL,MTWARA,2025,4.3185,73.07692307692307,52.0,Medium,54.94278846153847,53.6102220636485,100.0,63.55446084986379,High,0.16308999999999713,-4.198444412729815,651,10,2016,Complete
131,S2728,PARANGA SECONDARY SCHOOL,DODOMA,2025,4.2049,78.43137254901961,51.0,Medium,50.845563725490194,59.578117647058676,100.0,63.296217156862696,High,0.1526699999999965,-5.8088235294118755,651,10,2016,Complete
132,S3175,KIROMO SECONDARY SCHOOL,PWANI,2025,4.0213,78.78787878787878,198.0,Very Large,48.37231060606061,63.31300918436608,100.0,63.18005805834012,High,0.12649000000000396,-7.603001836873058,661,10,2016,Complete
133,S1837,SUN CITY SECONDARY SCHOOL,MJINI MAGHARIBI,2025,3.7447,56.00000000000001,50.0,Medium,56.30874999999999,50.0,100.0,63.154374999999995,High,-0.1741800000000046,-10.977557737746173,651,10,2016,Complete
134,S6296,NYABICHUNE SECONDARY SCHOOL,MARA,2025,4.04,85.8974358974359,78.0,Large,45.05128205128205,68.56476856476023,100.0,63.09507159506909,High,0.3095999999998613,-3.7129537129520456,649,2,2024,Limited trend history
135,S5722,PARADISE SECONDARY SCHOOL,GEITA,2025,2.78,64.1025641025641,39.0,Small,40.19871794871794,76.54999999999967,100.0,63.06435897435887,High,0.13274999999999834,-10.769230769231473,483,6,2020,Complete
136,S1465,MALATI SECONDARY SCHOOL,MOROGORO,2025,2.8047,33.33333333333333,15.0,Small,55.89208333333333,50.0,100.0,62.946041666666666,High,-0.396930000000025,-17.61069340016815,483,10,2016,Complete
137,S5342,KATOROSIA SECONDARY SCHOOL,PWANI,2025,3.182,42.857142857142854,14.0,Small,55.846428571428575,50.0,100.0,62.92321428571429,High,-0.1673500000000174,-14.41984364960473,483,10,2016,Complete
138,S5378,AL-HUDA ISLAMIC SECONDARY SCHOOL,TANGA,2025,2.1768,17.91044776119403,67.0,Medium,55.75477611940298,50.0,100.0,62.87738805970149,High,-0.21985000000002047,-24.049942594720353,651,10,2016,Complete
139,S5028,MTUA SECONDARY SCHOOL,LINDI,2025,4.1004,82.14285714285714,84.0,Large,47.683571428571426,62.98039513677942,100.0,62.73590425531954,High,0.17100000000000376,-5.756079027355733,649,10,2016,Complete
140,S4188,KIMAHA SECONDARY SCHOOL,DODOMA,2025,4.33,67.08860759493672,79.0,Large,58.08069620253164,45.27639470438633,100.0,62.62326651258172,High,0.09382999999999642,-5.302078940877408,649,10,2016,Complete
141,S1412,VICTORIA SECONDARY SCHOOL,MARA,2025,4.5625,50.0,2.0,Small,69.53125,42.898000000003464,74.79999999999993,62.59502500000102,High,0.2144900000000173,2.999999999999489,71,9,2016,Complete
142,S4762,LIKOKONA SECONDARY SCHOOL,MTWARA,2025,4.148,82.43243243243244,74.0,Large,48.13378378378378,60.85906652163229,100.0,62.32461184838158,High,0.18202000000000276,-4.891013304326348,649,10,2016,Complete
143,S6223,LAGANA SECONDARY SCHOOL,SHINYANGA,2025,4.0913,93.47826086956522,46.0,Medium,41.9021195652174,71.24505928852801,100.0,62.324577569167104,High,0.2503999999998875,-4.249011857705604,651,2,2024,Limited trend history
144,S3544,LIGUNGA SECONDARY SCHOOL,RUVUMA,2025,4.2967,79.41176470588235,34.0,Small,51.50286764705883,54.341989321177195,100.0,62.05403061988257,High,0.10077000000000665,-6.837597864235172,483,10,2016,Complete
145,S6283,KIBENA NJOMBE SECONDARY SCHOOL,NJOMBE,2025,4.0408,81.70731707317073,82.0,Large,47.156341463414634,61.56785907856308,100.0,62.04852845527624,High,0.1282999999999423,-7.181571815714925,649,2,2024,Limited trend history
146,S5877,MASHUJAA-SINZA SECONDARY SCHOOL,DAR ES SALAAM,2025,4.2678,70.37037037037037,216.0,Very Large,55.66231481481482,46.338010539208035,100.0,61.73256056916982,High,0.07638000000000143,-6.212402107841551,661,4,2022,Complete
147,S3734,MANDAWA SECONDARY SCHOOL,LINDI,2025,4.1714,68.42105263157895,57.0,Medium,55.43197368421053,46.030330143546166,100.0,61.52508588516912,High,0.0634800000000146,-6.66686602870865,651,10,2016,Complete
148,S6124,KALENGAKELU SECONDARY SCHOOL,MOROGORO,2025,4.0881,85.5072463768116,138.0,Very Large,45.8476268115942,61.77469959195267,100.0,61.4562232833829,High,0.1398499999999992,-6.760939918390565,661,3,2023,Limited trend history
149,S5908,NYABIRONGO SECONDARY SCHOOL,MARA,2025,4.3294,63.793103448275865,58.0,Medium,59.72094827586206,38.338500078152634,100.0,61.362024161376816,High,0.10300000000001049,-3.5477000156301073,651,4,2022,Complete
150,S6154,MIGUNGANI SECONDARY SCHOOL,MARA,2025,4.0422,80.43478260869566,276.0,Very Large,47.810108695652175,57.41517786558683,100.0,61.12960770750213,High,0.09339999999995764,-7.747035573119058,661,2,2024,Limited trend history
151,S4974,KURUI SECONDARY SCHOOL,PWANI,2025,4.3171,75.0,64.0,Medium,53.96375,47.133937150569665,100.0,61.1220561451709,High,0.11768000000000212,-4.719587430113848,651,10,2016,Complete
152,S6042,NGARAWANI SECONDARY SCHOOL,MARA,2025,4.1241,90.47619047619048,42.0,Medium,43.81315476190476,63.80952380952454,100.0,61.049434523809744,High,0.26339999999999425,-2.761904761904909,651,3,2023,Limited trend history
153,S5253,TWIBHOKI SECONDARY SCHOOL,MARA,2022,1.2222,1.4925373134328357,67.0,Medium,52.03123134328358,50.0,100.0,61.01561567164179,High,-0.16474999999994908,-29.552238805956197,651,7,2016,Complete
154,S3781,MAKUKWE SECONDARY SCHOOL,MTWARA,2025,3.8036,94.16666666666667,120.0,Very Large,37.961666666666666,73.00061425061426,100.0,60.88101760851761,High,0.25378999999999174,-4.600122850122852,661,10,2016,Complete
155,S5956,NDEMBELA ONE SECONDARY SCHOOL,MBEYA,2025,3.8068,90.83333333333333,120.0,Very Large,39.66833333333334,70.14666666666247,100.0,60.87816666666541,High,0.23614999999998526,-4.583333333333084,661,3,2023,Limited trend history
156,S0828,MUBONDO SECONDARY SCHOOL,KIGOMA,2025,4.0726,73.33333333333333,45.0,Medium,51.74083333333334,49.71326486150191,100.0,60.78439612511724,High,0.0772000000000046,-6.854652972300198,651,10,2016,Complete
157,S5126,KORONA SECONDARY SCHOOL,ARUSHA,2017,4.7838,25.0,20.0,Small,84.79750000000001,10.859999999991206,74.79999999999993,60.61674999999735,High,0.05429999999995603,3.7878787878757008,71,2,2016,Limited trend history
158,S6327,KILIMANI KATI SECONDARY SCHOOL,RUVUMA,2025,4.0844,88.09523809523809,42.0,Medium,44.50738095238095,61.17304029301272,100.0,60.60560256409429,High,0.10439999999995263,-8.05860805860444,651,2,2024,Limited trend history
159,S6360,GREEN LANE SECONDARY SCHOOL,TABORA,2025,3.534,53.84615384615385,13.0,Small,54.75192307692308,43.35505494504996,100.0,60.382478021976524,High,0.12062142857144174,-3.846153846152321,483,4,2022,Complete
160,S5690,KAPENTA SECONDARY SCHOOL,RUKWA,2025,4.1132,80.0,90.0,Large,48.915,52.759630048919774,100.0,60.28538901467593,High,0.09031000000000176,-6.939526009783884,649,4,2022,Complete
161,S0392,VIKOKOTONI SECONDARY SCHOOL,MJINI MAGHARIBI,2019,4.03,89.71061093247589,311.0,Very Large,43.019694533762056,62.393930303342636,100.0,60.22802635788382,High,0.267079999999989,-2.4787860606685275,661,4,2016,Complete
162,S4984,TOMONDO SECONDARY SCHOOL,MOROGORO,2025,4.3124,68.6046511627907,86.0,Large,57.10267441860465,38.6014693711048,100.0,60.13177802063376,High,0.05065000000000179,-5.694293874220889,649,10,2016,Complete
163,S4380,TUSHIKAMANE SECONDARY SCHOOL,MOROGORO,2025,3.9568,79.43262411347519,282.0,Very Large,47.24368794326241,54.88762648067211,100.0,60.08813191583283,High,0.10982999999999907,-6.58432529613446,661,10,2016,Complete
164,S3624,LUA SECONDARY SCHOOL,DAR ES SALAAM,2025,3.8639,71.42857142857143,14.0,Small,50.08446428571428,50.0,100.0,60.042232142857145,High,0.3279199999999932,5.261324041812458,483,5,2021,Complete
165,S4792,KONJE SECONDARY SCHOOL,TANGA,2025,4.3093,68.29268292682927,41.0,Small,57.21990853658537,38.08621606383262,100.0,60.035819087442476,High,0.0716600000000022,-4.750843212766437,483,10,2016,Complete
166,S3566,MNARA SECONDARY SCHOOL,LINDI,2025,4.0239,79.3103448275862,116.0,Large,48.1435775862069,53.14972893773,100.0,60.016707474422454,High,0.12106000000000074,-5.78754578754597,649,10,2016,Complete
167,S0459,NATIRO SECONDARY SCHOOL,KILIMANJARO,2025,2.6321,41.17647058823529,34.0,Small,49.81301470588235,50.0,100.0,59.906507352941176,Medium,-0.1406600000000063,-16.897058823530525,483,9,2016,Complete
168,S4598,MAKOKA SECONDARY SCHOOL,DAR ES SALAAM,2025,4.1111,72.5609756097561,328.0,Very Large,52.60826219512195,45.09538082940836,100.0,59.83274534638348,Medium,0.08429999999999956,-5.64707616588169,661,10,2016,Complete
169,S4403,MABIBO SECONDARY SCHOOL,DAR ES SALAAM,2025,4.1797,79.88980716253444,363.0,Very Large,49.801346418732784,49.61382885280058,100.0,59.78482186520657,Medium,0.15156000000000813,-3.8603657705597905,661,10,2016,Complete
170,S3496,CHUMBUNI SECONDARY SCHOOL,MJINI MAGHARIBI,2025,4.4065,68.69565217391305,230.0,Very Large,58.23342391304348,35.51620703632953,100.0,59.7715740674206,Medium,0.06463000000000153,-4.518041407265846,661,10,2016,Complete
171,S4666,MISUNKUMILO SECONDARY SCHOOL,KATAVI,2025,4.0106,75.55555555555556,90.0,Large,49.85472222222222,49.33387236717064,100.0,59.727522821262305,Medium,0.08979000000000553,-6.275174473433907,649,10,2016,Complete
172,S3699,KIZUMBI SECONDARY SCHOOL,SHINYANGA,2025,4.123,81.1881188118812,101.0,Large,48.4434405940594,51.365513535779485,100.0,59.63137435776355,Medium,0.12840999999999614,-5.1367027071560525,649,10,2016,Complete
173,S2168,TAWA SECONDARY SCHOOL,MOROGORO,2025,4.3778,74.0,50.0,Medium,55.2225,39.27457657657895,100.0,59.39362297297368,Medium,0.055990000000006986,-5.615315315315511,651,10,2016,Complete
174,S2947,NGULWI SECONDARY SCHOOL,TANGA,2025,4.314,67.44186046511628,43.0,Medium,57.70406976744186,35.10252637549992,100.0,59.38279279637091,Medium,0.022790000000004536,-6.108905275099803,651,10,2016,Complete
175,S5591,YEDIDIA SECONDARY SCHOOL,MANYARA,2025,3.8333,75.0,4.0,Small,47.91625,50.0,100.0,58.958124999999995,Medium,-0.24999999999988803,-24.999999999988763,483,2,2024,Limited trend history
176,S4521,MLINGA SECONDARY SCHOOL,TANGA,2025,4.231,73.91304347826086,23.0,Small,53.430978260869566,40.5136168554411,100.0,58.869574187067116,Medium,0.06714000000000861,-5.417123371087875,483,10,2016,Complete
177,S2717,KURUMWA SECONDARY SCHOOL,MARA,2025,4.1011,76.81159420289855,69.0,Medium,50.35795289855072,45.48965141304659,100.0,58.825871873189335,Medium,0.10146000000000018,-5.039530282609311,651,10,2016,Complete
178,S5715,REGINA SANTORUM SECONDARY SCHOOL,PWANI,2025,3.9336,92.3076923076923,13.0,Small,40.51615384615385,61.53846153846227,100.0,58.71961538461561,Medium,0.4055700000000256,-2.307692307692455,483,5,2021,Complete
179,S4107,KWAI SECONDARY SCHOOL,TANGA,2025,4.2353,86.8421052631579,38.0,Small,47.020197368421044,50.69761133603281,100.0,58.719382085020364,Medium,0.15865000000000345,-3.7935222672064235,483,10,2016,Complete
180,S2751,PANZUO SECONDARY SCHOOL,PWANI,2025,4.5964,50.0,56.0,Medium,69.955,28.669380336861245,75.0,58.578314101058375,Medium,0.05688000000000418,-3.4586760673720818,6,10,2016,Complete
181,S2840,MENGENI SECONDARY SCHOOL,KILIMANJARO,2025,4.1908,82.6086956521739,23.0,Small,48.58065217391305,47.613888700673485,100.0,58.57449269715857,Medium,0.15299000000000718,-3.403177740134409,483,10,2016,Complete
182,S6001,MAJENGO MJINI SECONDARY SCHOOL,SONGWE,2025,3.8535,93.6046511627907,172.0,Very Large,38.866424418604645,63.795389636882575,100.0,58.5718291003671,Medium,0.25484999999999686,-2.7590779273765156,661,3,2023,Limited trend history
183,S3681,EDI SECONDARY SCHOOL,MBEYA,2022,3.9691,60.0,15.0,Small,57.11375,33.281853281843205,100.0,58.54143098455296,Medium,-0.030209999999971128,-6.656370656368641,483,7,2016,Complete
184,S6268,KABOHA SECONDARY SCHOOL,GEITA,2025,3.8936,88.88888888888889,54.0,Medium,41.72555555555556,58.87555555552919,100.0,58.52544444443653,Medium,0.11659999999994779,-7.111111111107927,651,2,2024,Limited trend history
185,S3328,KIGOMBE SECONDARY SCHOOL,TANGA,2025,4.2426,76.92307692307693,52.0,Medium,52.07096153846154,41.44929503644635,100.0,58.47026928016467,Medium,0.08366000000000491,-4.943459007289074,651,10,2016,Complete
186,S2347,MWASENGA SECONDARY SCHOOL,KIGOMA,2023,4.5,50.0,4.0,Small,68.75,30.416571428571675,74.79999999999993,58.459971428571485,Medium,0.15208285714285838,14.600000000000222,71,8,2016,Complete
187,S5229,ESPERANTO SECONDARY SCHOOL,MARA,2025,4.0478,80.76923076923077,104.0,Large,47.71288461538461,48.512142488763494,100.0,58.41008505432136,Medium,0.14724000000000448,-3.81282849775252,649,10,2016,Complete
188,S4215,GWANDI SECONDARY SCHOOL,DODOMA,2025,4.2246,89.28571428571429,28.0,Small,45.66464285714285,51.78147702121626,100.0,58.3667645349363,Medium,0.21891000000000596,-1.5998954042430136,483,10,2016,Complete
189,S1046,TUMBATU SECONDARY SCHOOL,KASKAZINI UNGUJA,2025,4.1341,76.13636363636364,88.0,Large,51.10806818181818,42.630571958195496,100.0,58.34320567836774,Medium,0.08443000000000712,-5.148914391638815,649,10,2016,Complete
190,S3727,MALOCHO SECONDARY SCHOOL,MTWARA,2025,4.1373,89.1891891891892,74.0,Large,44.6216554054054,53.32906615316418,100.0,58.30954754865195,Medium,0.15964999999999813,-4.27981323063291,649,10,2016,Complete
191,S5649,NYANZWA SECONDARY SCHOOL,IRINGA,2025,4.3652,64.86486486486487,37.0,Small,59.63256756756756,28.10710421785354,100.0,58.248415049139844,Medium,0.05304000000000051,-3.4998208435706877,483,5,2021,Complete
192,S0628,KIRONGAYA SECONDARY SCHOOL,KILIMANJARO,2025,3.7862,88.73239436619718,71.0,Medium,40.46130281690141,59.82858631631751,100.0,58.179227303345954,Medium,0.20846000000000067,-3.6273172632634747,651,10,2016,Complete
193,S2420,ZIWANI SECONDARY SCHOOL,KUSINI PEMBA,2025,4.4989,67.44186046511628,43.0,Medium,60.01531976744186,27.12789272189199,100.0,58.14602770028853,Medium,0.038380000000009115,-3.890378544378034,651,10,2016,Complete
194,S6942,KIDIMNI SECONDARY SCHOOL,KUSINI UNGUJA,2025,4.198,82.85714285714286,35.0,Small,48.54642857142858,45.90270676689671,100.0,58.0440263157833,Medium,0.06409999999997153,-6.61654135338048,483,2,2024,Limited trend history
195,S1641,KIGONGOI SECONDARY SCHOOL,TANGA,2025,4.3146,63.63636363636363,55.0,Medium,59.61431818181819,27.332691370409457,100.0,58.00696650203193,Medium,0.0012400000000047282,-5.416938274081701,651,10,2016,Complete
196,S6255,JITIHADA SECONDARY SCHOOL,MWANZA,2025,3.7713,96.81818181818181,220.0,Very Large,36.23215909090909,65.90909090908377,100.0,57.888806818179674,Medium,0.36019999999983876,-3.1818181818167535,661,2,2024,Limited trend history
197,S4946,NSONGWI JUU SECONDARY SCHOOL,MBEYA,2025,4.0125,76.78571428571429,56.0,Medium,49.263392857142854,43.57466575115059,100.0,57.7040961539166,Medium,0.06903000000000471,-5.9537331502299295,651,10,2016,Complete
198,S3207,KIKEO SECONDARY SCHOOL,MOROGORO,2025,4.2762,89.79591836734694,49.0,Medium,46.05454081632653,48.86839902276513,100.0,57.68779011499281,Medium,0.19067000000000112,-2.146879804552983,651,10,2016,Complete
199,S2034,MIYUJI SECONDARY SCHOOL,DODOMA,2025,3.9954,78.11447811447812,297.0,Very Large,48.385260942760944,44.96927708733162,100.0,57.68341359757996,Medium,0.08374000000000338,-5.644255417466189,661,10,2016,Complete
200,S6206,J. P. MAGUFULI SECONDARY SCHOOL,SONGWE,2025,4.0988,98.14814814814815,54.0,Medium,39.66092592592592,59.259259259255046,100.0,57.608240740739475,Medium,0.27959999999987417,-1.8518518518510099,651,2,2024,Limited trend history
201,S1597,MBOKOMU SECONDARY SCHOOL,KILIMANJARO,2025,3.8037,90.1639344262295,61.0,Medium,39.96428278688525,58.72060955468717,100.0,57.59832425984878,Medium,0.17150000000000531,-4.884121910937221,651,10,2016,Complete
202,S2486,THAWI SECONDARY SCHOOL,DODOMA,2025,4.3195,76.31578947368422,38.0,Small,53.33585526315789,36.16974492593047,100.0,57.51885110935809,Medium,0.08848000000000489,-3.694748985185899,483,10,2016,Complete
203,S1915,MADANYA NEW VISION SECONDARY SCHOOL,DODOMA,2019,4.25,40.0,5.0,Small,70.625,24.090909090909328,74.79999999999993,57.499772727272784,Medium,-0.08063571428568682,-4.818181818181865,71,4,2016,Complete
204,S5675,ZIGI SECONDARY SCHOOL,TANGA,2025,4.3036,67.85714285714286,28.0,Small,57.36642857142857,29.34658371735835,100.0,57.48718940092179,Medium,0.05113000000000015,-3.8241167434716643,483,7,2019,Complete
205,S3571,VUNTA SECONDARY SCHOOL,KILIMANJARO,2025,4.1019,76.47058823529412,51.0,Medium,50.538455882352935,40.43078514394855,100.0,57.39846348436103,Medium,0.0897400000000077,-4.496557028789401,651,10,2016,Complete
206,S2379,MAJANI YA CHAI SECONDARY SCHOOL,DAR ES SALAAM,2025,4.3426,59.1703056768559,458.0,Very Large,62.197347161572054,20.94799999999797,100.0,57.38307358078542,Medium,0.10473999999998984,1.3591159153817576,661,10,2016,Complete
207,S2678,LYASA SECONDARY SCHOOL,IRINGA,2025,4.3965,63.888888888888886,36.0,Small,60.511805555555554,23.71012260536113,100.0,57.368939559386114,Medium,0.02685999999999436,-3.667624521072451,483,10,2016,Complete
208,S4156,MSUVA SECONDARY SCHOOL,TABORA,2025,3.8333,100.0,12.0,Small,35.41625,65.45400000000063,100.0,57.34432500000019,Medium,0.2335200000000054,-3.749999999999911,483,10,2016,Complete
209,S4102,MPELEPELE SECONDARY SCHOOL,MTWARA,2025,4.0065,95.83333333333334,48.0,Medium,39.664583333333326,58.29081632653101,100.0,57.31953656462596,Medium,0.4101499999999981,-1.6581632653062017,651,10,2016,Complete
210,S2267,MIHINGO SECONDARY SCHOOL,MARA,2025,4.0831,89.0909090909091,55.0,Medium,43.99329545454545,50.86238777606736,100.0,57.25536406009293,Medium,0.1757600000000052,-3.1420775552132634,651,10,2016,Complete
211,S1192,MAAWAL SECONDARY SCHOOL,TANGA,2025,3.6805,57.89473684210527,38.0,Small,54.558881578947364,33.186702184811665,100.0,57.23545144491718,Medium,-0.0017700000000011025,-6.637340436962333,483,10,2016,Complete
212,S4096,UMBUYA SECONDARY SCHOOL,IRINGA,2019,4.1769,83.33333333333334,24.0,Small,48.04458333333333,43.941636363635304,100.0,57.20478257575726,Medium,0.07538999999999846,-5.7727272727271215,483,4,2016,Complete
213,S3925,KINGOLWIRA SECONDARY SCHOOL,MOROGORO,2025,4.0756,71.56862745098039,204.0,Very Large,52.6606862745098,35.86485987997443,100.0,57.08980110124723,Medium,0.07635000000000315,-4.118971975994761,661,10,2016,Complete
214,S1621,D.C.T. JUBILEE SECONDARY SCHOOL,DODOMA,2024,4.127,68.75,16.0,Small,54.7125,32.425999999998616,100.0,57.084049999999586,Medium,0.16212999999999309,9.444047619046746,483,9,2016,Complete
215,S2915,KILIMATEMBO SECONDARY SCHOOL,ARUSHA,2025,3.9519,80.43478260869566,46.0,Medium,46.68135869565217,45.67439392164117,100.0,57.04299752431844,Medium,0.1634500000000121,-2.5968787843277497,651,10,2016,Complete
216,S4390,SANZAWA SECONDARY SCHOOL,DODOMA,2025,4.121,82.6086956521739,46.0,Medium,47.70815217391305,43.79583683061941,100.0,56.992827136142346,Medium,0.13699999999999743,-3.2791673661239833,651,10,2016,Complete
217,S4293,KILEPILE SECONDARY SCHOOL,RUVUMA,2016,4.0833,9.090909090909092,11.0,Small,83.99579545454546,0.0,74.79999999999993,56.957897727272716,Medium,,,71,1,2016,Insufficient trend history
218,S2170,BWAKIRACHINI SECONDARY SCHOOL,MOROGORO,2025,4.21,67.8082191780822,146.0,Very Large,56.2208904109589,29.255438148026673,100.0,56.887076649887454,Medium,0.0311399999999979,-4.605487629605419,661,10,2016,Complete
